z_sga_grupo_programa_id;cod_grupo;nome_grupo;gestor;cod_programa;idGrupo;idPrograma;
7094;sup;;super;ca0303;2;ca03032;1
7095;HCM;;super;ca0304;688;ca03042;1
7096;sup;;super;ca0304;2;ca03042;1
7097;HCM;;super;ca0305;688;ca03052;1
7098;sup;;super;ca0305;2;ca03052;1
7099;HCM;;super;ca0306;688;ca03062;1
7100;sup;;super;ca0306;2;ca03062;1
7101;HCM;;super;ca0307;688;ca03072;1
7102;sup;;super;ca0307;2;ca03072;1
7103;HCM;;super;ca0308;688;ca03082;1
7104;sup;;super;ca0308;2;ca03082;1
7105;HCM;;super;ca0309;688;ca03092;1
7106;sup;;super;ca0309;2;ca03092;1
7107;HCM;;super;ca0310;688;ca03102;1
7108;sup;;super;ca0310;2;ca03102;1
7109;HCM;;super;ca0311;688;ca03112;1
7110;sup;;super;ca0311;2;ca03112;1
7111;HCM;;super;ca0312;688;ca03122;1
7112;sup;;super;ca0312;2;ca03122;1
7113;HCM;;super;ca0313;688;ca03132;1
7114;sup;;super;ca0313;2;ca03132;1
7115;HCM;;super;ca0314;688;ca03142;1
7116;sup;;super;ca0314;2;ca03142;1
7117;HCM;;super;ca0323;688;ca03232;1
7118;sup;;super;ca0323;2;ca03232;1
7119;HCM;;super;ca0325;688;ca03252;1
7120;sup;;super;ca0325;2;ca03252;1
7121;HCM;;super;ca0326;688;ca03262;1
7122;sup;;super;ca0326;2;ca03262;1
7123;HCM;;super;ca0327;688;ca03272;1
7124;sup;;super;ca0327;2;ca03272;1
7125;HCM;;super;ca0328;688;ca03282;1
7126;sup;;super;ca0328;2;ca03282;1
7127;HCM;;super;ca0332;688;ca03322;1
7128;sup;;super;ca0332;2;ca03322;1
7129;HCM;;super;ca0334;688;ca03342;1
7130;sup;;super;ca0334;2;ca03342;1
7131;HCM;;super;ca0344;688;ca03442;1
7132;sup;;super;ca0344;2;ca03442;1
7133;HCM;;super;ca0345;688;ca03452;1
7134;sup;;super;ca0345;2;ca03452;1
7135;HCM;;super;ca0346;688;ca03462;1
7136;sup;;super;ca0346;2;ca03462;1
7137;HCM;;super;ca0365;688;ca03652;1
7138;sup;;super;ca0365;2;ca03652;1
7139;sup;;super;ca0365a;2;ca0365a2;1
7140;HCM;;super;ca0368;688;ca03682;1
7141;sup;;super;ca0368;2;ca03682;1
7142;HCM;;super;ca0384;688;ca03842;1
7143;sup;;super;ca0384;2;ca03842;1
7144;sup;;super;ca0384a;2;ca0384a2;1
7145;HCM;;super;ca0401;688;ca04012;1
7146;sup;;super;ca0401;2;ca04012;1
7147;HCM;;super;ca0428;688;ca04282;1
7148;sup;;super;ca0428;2;ca04282;1
7149;HCM;;super;ca0501;688;ca05012;1
7150;sup;;super;ca0501;2;ca05012;1
7151;HCM;;super;ca0502;688;ca05022;1
7152;sup;;super;ca0502;2;ca05022;1
7153;HCM;;super;ca0503;688;ca05032;1
7154;sup;;super;ca0503;2;ca05032;1
7155;HCM;;super;ca0504;688;ca05042;1
7156;sup;;super;ca0504;2;ca05042;1
7157;HCM;;super;ca0505;688;ca05052;1
7158;sup;;super;ca0505;2;ca05052;1
7159;HCM;;super;ca0506;688;ca05062;1
7160;sup;;super;ca0506;2;ca05062;1
7161;HCM;;super;ca0507;688;ca05072;1
7162;sup;;super;ca0507;2;ca05072;1
7163;HCM;;super;ca0508;688;ca05082;1
7164;sup;;super;ca0508;2;ca05082;1
7165;HCM;;super;ca0509;688;ca05092;1
7166;sup;;super;ca0509;2;ca05092;1
7167;HCM;;super;ca0510;688;ca05102;1
7168;sup;;super;ca0510;2;ca05102;1
7169;HCM;;super;ca0511;688;ca05112;1
7170;sup;;super;ca0511;2;ca05112;1
7171;HCM;;super;ca0512;688;ca05122;1
7172;sup;;super;ca0512;2;ca05122;1
7173;HCM;;super;ca0513;688;ca05132;1
7174;sup;;super;ca0513;2;ca05132;1
7175;sup;;super;ca0513b;2;ca0513b2;1
7176;HCM;;super;ca0514;688;ca05142;1
7177;sup;;super;ca0514;2;ca05142;1
7178;HCM;;super;ca0515;688;ca05152;1
7179;sup;;super;ca0515;2;ca05152;1
7180;HCM;;super;ca0516;688;ca05162;1
7181;sup;;super;ca0516;2;ca05162;1
7182;sup;;super;ca0517;2;ca05172;1
7183;HCM;;super;ca0518;688;ca05182;1
7184;sup;;super;ca0518;2;ca05182;1
7185;HCM;;super;ca0519;688;ca05192;1
7186;sup;;super;ca0519;2;ca05192;1
7187;sup;;super;ca0520;2;ca05202;1
7188;sup;;super;ca0521;2;ca05212;1
7189;sup;;super;ca0522;2;ca05222;1
7190;sup;;super;ca0523;2;ca05232;1
7191;sup;;super;ca0524;2;ca05242;1
7192;sup;;super;ca0525;2;ca05252;1
7193;sup;;super;ca0526;2;ca05262;1
7194;HCM;;super;ca0527;688;ca05272;1
7195;sup;;super;ca0527;2;ca05272;1
7196;HCM;;super;ca0528;688;ca05282;1
7197;sup;;super;ca0528;2;ca05282;1
7198;HCM;;super;ca0530;688;ca05302;1
7199;sup;;super;ca0530;2;ca05302;1
7200;HCM;;super;ca0531;688;ca05312;1
7201;sup;;super;ca0531;2;ca05312;1
7202;HCM;;super;ca0532;688;ca05322;1
7203;sup;;super;ca0532;2;ca05322;1
7204;HCM;;super;ca0533;688;ca05332;1
7205;sup;;super;ca0533;2;ca05332;1
7206;HCM;;super;ca0534;688;ca05342;1
7207;sup;;super;ca0534;2;ca05342;1
7208;HCM;;super;ca0535;688;ca05352;1
7209;sup;;super;ca0535;2;ca05352;1
7210;HCM;;super;ca0538;688;ca05382;1
7211;sup;;super;ca0538;2;ca05382;1
7212;HCM;;super;ca0541;688;ca05412;1
7213;sup;;super;ca0541;2;ca05412;1
7214;HCM;;super;ca0542;688;ca05422;1
7215;sup;;super;ca0542;2;ca05422;1
7216;HCM;;super;ca0560;688;ca05602;1
7217;sup;;super;ca0560;2;ca05602;1
7218;HCM;;super;ca0565;688;ca05652;1
7219;sup;;super;ca0565;2;ca05652;1
7220;HCM;;super;ca0570;688;ca05702;1
7221;sup;;super;ca0570;2;ca05702;1
7222;HCM;;super;ca0584;688;ca05842;1
7223;sup;;super;ca0584;2;ca05842;1
7224;HCM;;super;ca0595;688;ca05952;1
7225;sup;;super;ca0595;2;ca05952;1
7226;HCM;;super;ca0596;688;ca05962;1
7227;sup;;super;ca0596;2;ca05962;1
7228;HCM;;super;ca0701;688;ca07012;1
7229;sup;;super;ca0701;2;ca07012;1
7230;sup;;super;ca0701a;2;ca0701a2;1
7231;HCM;;super;ca0702;688;ca07022;1
7232;sup;;super;ca0702;2;ca07022;1
7233;sup;;super;ca0703;2;ca07032;1
7234;HCM;;super;ca0714;688;ca07142;1
7235;sup;;super;ca0714;2;ca07142;1
7236;HCM;;super;ca0715;688;ca07152;1
7237;sup;;super;ca0715;2;ca07152;1
7238;HCM;;super;ca0716;688;ca07162;1
7239;sup;;super;ca0716;2;ca07162;1
7240;HCM;;super;ca0717;688;ca07172;1
7241;sup;;super;ca0717;2;ca07172;1
7242;HCM;;super;ca0718;688;ca07182;1
7243;sup;;super;ca0718;2;ca07182;1
7244;HCM;;super;ca0723;688;ca07232;1
7245;sup;;super;ca0723;2;ca07232;1
7246;HCM;;super;ca0727;688;ca07272;1
7247;sup;;super;ca0727;2;ca07272;1
7248;HCM;;super;ca0728;688;ca07282;1
7249;sup;;super;ca0728;2;ca07282;1
7250;HCM;;super;ca0784;688;ca07842;1
7251;sup;;super;ca0784;2;ca07842;1
7252;sup;;super;ca0784a;2;ca0784a2;1
7253;sup;;super;ca0795;2;ca07952;1
7254;sup;;super;ca0796;2;ca07962;1
7255;sup;;super;ca0801;2;ca08012;1
7256;HCM;;super;ca0802;688;ca08022;1
7257;sup;;super;ca0802;2;ca08022;1
7258;HCM;;super;ca0804;688;ca08042;1
7259;sup;;super;ca0804;2;ca08042;1
7260;HCM;;super;ca0807;688;ca08072;1
7261;sup;;super;ca0807;2;ca08072;1
7262;HCM;;super;ca0808;688;ca08082;1
7263;sup;;super;ca0808;2;ca08082;1
7264;HCM;;super;ca0810;688;ca08102;1
7265;sup;;super;ca0810;2;ca08102;1
7266;HCM;;super;ca0811;688;ca08112;1
7267;sup;;super;ca0811;2;ca08112;1
7268;HCM;;super;ca0812;688;ca08122;1
7269;sup;;super;ca0812;2;ca08122;1
7270;HCM;;super;ca0813;688;ca08132;1
7271;sup;;super;ca0813;2;ca08132;1
7272;HCM;;super;ca0814;688;ca08142;1
7273;sup;;super;ca0814;2;ca08142;1
7274;HCM;;super;ca0815;688;ca08152;1
7275;sup;;super;ca0815;2;ca08152;1
7276;HCM;;super;ca0827;688;ca08272;1
7277;sup;;super;ca0827;2;ca08272;1
7278;HCM;;super;ca0830;688;ca08302;1
7279;sup;;super;ca0830;2;ca08302;1
7280;HCM;;super;ca0840;688;ca08402;1
7281;sup;;super;ca0840;2;ca08402;1
7282;HCM;;super;ca0868;688;ca08682;1
7283;sup;;super;ca0868;2;ca08682;1
7284;HCM;;super;ca0915;688;ca09152;1
7285;sup;;super;ca0915;2;ca09152;1
7286;HCM;;super;car002;688;car0022;1
7287;sup;;super;car002;2;car0022;1
7288;tre;;super;car002;63;car0022;1
7289;HCM;;super;car003;688;car0032;1
7290;sup;;super;car003;2;car0032;1
7291;HCM;;super;car004;688;car0042;1
7292;sup;;super;car004;2;car0042;1
7293;HCM;;super;car006;688;car0062;1
7294;sup;;super;car006;2;car0062;1
7295;HCM;;super;car007;688;car0072;1
7296;sup;;super;car007;2;car0072;1
7297;HCM;;super;car009;688;car0092;1
7298;sup;;super;car009;2;car0092;1
7299;HCM;;super;car018;688;car0182;1
7300;sup;;super;car018;2;car0182;1
7301;ALM;;super;cb1213i1;933;cb1213i12;1
7302;Mat;;super;cb1213i1;67;cb1213i12;1
7303;Pro;;super;cb1213i1;68;cb1213i12;1
7304;sup;;super;cb1213i1;2;cb1213i12;1
7305;RES;;super;cc0008;793;cc00082;1
7306;sup;;super;cc0008;2;cc00082;1
7307;sup;;super;cc0036;2;cc00362;1
7308;ASB;;super;cc0102;888;cc01022;1
7309;sup;;super;cc0102;2;cc01022;1
7310;ASB;;super;cc0102a;888;cc0102a2;1
7311;sup;;super;cc0102a;2;cc0102a2;1
7312;ASB;;super;cc0102b;888;cc0102b2;1
7313;sup;;super;cc0102b;2;cc0102b2;1
7314;ASB;;super;cc0103;888;cc01032;1
7315;sup;;super;cc0103;2;cc01032;1
7316;ALM;;super;cc0104;933;cc01042;1
7317;Mat;;super;cc0104;67;cc01042;1
7318;sup;;super;cc0104;2;cc01042;1
7319;ALM;;super;cc0105;933;cc01052;1
7320;ASB;;super;cc0105;888;cc01052;1
7321;CC7;;super;cc0105;195;cc01052;1
7322;Mat;;super;cc0105;67;cc01052;1
7323;Rec;;super;cc0105;691;cc01052;1
7324;sup;;super;cc0105;2;cc01052;1
7325;sup;;super;cc0106;2;cc01062;1
7326;ALM;;super;cc0107;933;cc01072;1
7327;Mat;;super;cc0107;67;cc01072;1
7328;sup;;super;cc0107;2;cc01072;1
7329;ALM;;super;cc0107a;933;cc0107a2;1
7330;Mat;;super;cc0107a;67;cc0107a2;1
7331;sup;;super;cc0107a;2;cc0107a2;1
7332;ALM;;super;cc0108;933;cc01082;1
7333;Mat;;super;cc0108;67;cc01082;1
7334;sup;;super;cc0108;2;cc01082;1
7335;ALM;;super;cc0109;933;cc01092;1
7336;Mat;;super;cc0109;67;cc01092;1
7337;sup;;super;cc0109;2;cc01092;1
7338;ALM;;super;cc0109a;933;cc0109a2;1
7339;Mat;;super;cc0109a;67;cc0109a2;1
7340;sup;;super;cc0109a;2;cc0109a2;1
7341;ALM;;super;cc0110;933;cc01102;1
7342;Mat;;super;cc0110;67;cc01102;1
7343;sup;;super;cc0110;2;cc01102;1
7344;ALM;;super;cc0112;933;cc01122;1
7345;ASB;;super;cc0112;888;cc01122;1
7346;CN4;;super;cc0112;262;cc01122;1
7347;Mat;;super;cc0112;67;cc01122;1
7348;sup;;super;cc0112;2;cc01122;1
7349;ALM;;super;cc0112a;933;cc0112a2;1
7350;ASB;;super;cc0112a;888;cc0112a2;1
7351;CN4;;super;cc0112a;262;cc0112a2;1
7352;Mat;;super;cc0112a;67;cc0112a2;1
7353;sup;;super;cc0112a;2;cc0112a2;1
7354;ALM;;super;cc0112b;933;cc0112b2;1
7355;CN4;;super;cc0112b;262;cc0112b2;1
7356;Mat;;super;cc0112b;67;cc0112b2;1
7357;sup;;super;cc0112b;2;cc0112b2;1
7358;ALM;;super;cc0113;933;cc01132;1
7359;Mat;;super;cc0113;67;cc01132;1
7360;sup;;super;cc0113;2;cc01132;1
7361;ALM;;super;cc0114;933;cc01142;1
7362;Mat;;super;cc0114;67;cc01142;1
7363;sup;;super;cc0114;2;cc01142;1
7364;ALM;;super;cc0115;933;cc01152;1
7365;Mat;;super;cc0115;67;cc01152;1
7366;sup;;super;cc0115;2;cc01152;1
7367;ALM;;super;cc0116;933;cc01162;1
7368;Mat;;super;cc0116;67;cc01162;1
7369;sup;;super;cc0116;2;cc01162;1
7370;ALM;;super;cc0117;933;cc01172;1
7371;Mat;;super;cc0117;67;cc01172;1
7372;sup;;super;cc0117;2;cc01172;1
7373;ALM;;super;cc0118;933;cc01182;1
7374;ASB;;super;cc0118;888;cc01182;1
7375;Mat;;super;cc0118;67;cc01182;1
7376;sup;;super;cc0118;2;cc01182;1
7377;ALM;;super;cc0119;933;cc01192;1
7378;Mat;;super;cc0119;67;cc01192;1
7379;sup;;super;cc0119;2;cc01192;1
7380;ALM;;super;cc0120;933;cc01202;1
7381;ASB;;super;cc0120;888;cc01202;1
7382;Mat;;super;cc0120;67;cc01202;1
7383;sup;;super;cc0120;2;cc01202;1
7384;ALM;;super;cc0121;933;cc01212;1
7385;Mat;;super;cc0121;67;cc01212;1
7386;sup;;super;cc0121;2;cc01212;1
7387;ALM;;super;cc0203;933;cc02032;1
7388;Mat;;super;cc0203;67;cc02032;1
7389;sup;;super;cc0203;2;cc02032;1
7390;ALM;;super;cc0205;933;cc02052;1
7391;Mat;;super;cc0205;67;cc02052;1
7392;sup;;super;cc0205;2;cc02052;1
7393;ALM;;super;cc0206;933;cc02062;1
7394;Mat;;super;cc0206;67;cc02062;1
7395;sup;;super;cc0206;2;cc02062;1
7396;ALM;;super;cc0207;933;cc02072;1
7397;Fis;;super;cc0207;71;cc02072;1
7398;Mat;;super;cc0207;67;cc02072;1
7399;sup;;super;cc0207;2;cc02072;1
7400;ALM;;super;cc0274;933;cc02742;1
7401;CC4;;super;cc0274;192;cc02742;1
7402;Mat;;super;cc0274;67;cc02742;1
7403;Req;;super;cc0274;693;cc02742;1
7404;sup;;super;cc0274;2;cc02742;1
7405;ALM;;super;cc0295;933;cc02952;1
7406;CC4;;super;cc0295;192;cc02952;1
7407;CC8;;super;cc0295;196;cc02952;1
7408;Fro;;super;cc0295;73;cc02952;1
7409;Mat;;super;cc0295;67;cc02952;1
7410;MI;;super;cc0295;70;cc02952;1
7411;RE4;;super;cc0295;632;cc02952;1
7412;Rec;;super;cc0295;691;cc02952;1
7413;Req;;super;cc0295;693;cc02952;1
7414;sup;;super;cc0295;2;cc02952;1
7415;ALM;;super;cc0300;933;cc03002;1
7416;ASB;;super;cc0300;888;cc03002;1
7417;CC2;;super;cc0300;190;cc03002;1
7418;CCP;;super;cc0300;918;cc03002;1
7419;Mat;;super;cc0300;67;cc03002;1
7420;sup;;super;cc0300;2;cc03002;1
7421;ALM;;super;cc0301;933;cc03012;1
7422;ASB;;super;cc0301;888;cc03012;1
7423;CC2;;super;cc0301;190;cc03012;1
7424;Mat;;super;cc0301;67;cc03012;1
7425;sup;;super;cc0301;2;cc03012;1
7426;ALM;;super;cc0301a;933;cc0301a2;1
7427;Mat;;super;cc0301a;67;cc0301a2;1
7428;sup;;super;cc0301a;2;cc0301a2;1
7429;ALM;;super;cc0301c;933;cc0301c2;1
7430;Mat;;super;cc0301c;67;cc0301c2;1
7431;sup;;super;cc0301c;2;cc0301c2;1
7432;ALM;;super;cc0301d;933;cc0301d2;1
7433;Mat;;super;cc0301d;67;cc0301d2;1
7434;sup;;super;cc0301d;2;cc0301d2;1
7435;ALM;;super;cc0305;933;cc03052;1
7436;ASB;;super;cc0305;888;cc03052;1
7437;CC2;;super;cc0305;190;cc03052;1
7438;Mat;;super;cc0305;67;cc03052;1
7439;sup;;super;cc0305;2;cc03052;1
7440;ALM;;super;cc030501;933;cc0305012;1
7441;Mat;;super;cc030501;67;cc0305012;1
7442;sup;;super;cc030501;2;cc0305012;1
7443;ALM;;super;cc0305txt;933;cc0305txt2;1
7444;CC2;;super;cc0305txt;190;cc0305txt2;1
7445;CC4;;super;cc0305txt;192;cc0305txt2;1
7446;Fis;;super;cc0305txt;71;cc0305txt2;1
7447;Mat;;super;cc0305txt;67;cc0305txt2;1
7448;RE1;;super;cc0305txt;629;cc0305txt2;1
7449;Rec;;super;cc0305txt;691;cc0305txt2;1
7450;sup;;super;cc0305txt;2;cc0305txt2;1
7451;ASB;;super;cc0306;888;cc03062;1
7452;sup;;super;cc0306;2;cc03062;1
7453;ASB;;super;cc0306a;888;cc0306a2;1
7454;sup;;super;cc0306a;2;cc0306a2;1
7455;ASB;;super;cc0306b;888;cc0306b2;1
7456;sup;;super;cc0306b;2;cc0306b2;1
7457;ASB;;super;cc0306c;888;cc0306c2;1
7458;sup;;super;cc0306c;2;cc0306c2;1
7459;ASB;;super;cc0306d;888;cc0306d2;1
7460;RE4;;super;cc0306d;632;cc0306d2;1
7461;Rec;;super;cc0306d;691;cc0306d2;1
7462;sup;;super;cc0306d;2;cc0306d2;1
7463;ALM;;super;cc0307;933;cc03072;1
7464;Mat;;super;cc0307;67;cc03072;1
7465;sup;;super;cc0307;2;cc03072;1
7466;ALM;;super;cc0307a;933;cc0307a2;1
7467;Mat;;super;cc0307a;67;cc0307a2;1
7468;sup;;super;cc0307a;2;cc0307a2;1
7469;ASB;;super;cc0309;888;cc03092;1
7470;EPC;;super;cc0309;857;cc03092;1
7471;sup;;super;cc0309;2;cc03092;1
7472;ALM;;super;cc0311;933;cc03112;1
7473;Mat;;super;cc0311;67;cc03112;1
7474;sup;;super;cc0311;2;cc03112;1
7475;ALM;;super;cc0311b;933;cc0311b2;1
7476;Mat;;super;cc0311b;67;cc0311b2;1
7477;sup;;super;cc0311b;2;cc0311b2;1
7478;ALM;;super;cc0312;933;cc03122;1
7479;CC2;;super;cc0312;190;cc03122;1
7480;Mat;;super;cc0312;67;cc03122;1
7481;sup;;super;cc0312;2;cc03122;1
7482;ALM;;super;cc0313;933;cc03132;1
7483;CC2;;super;cc0313;190;cc03132;1
7484;Mat;;super;cc0313;67;cc03132;1
7485;sup;;super;cc0313;2;cc03132;1
7486;ALM;;super;cc0314;933;cc03142;1
7487;Mat;;super;cc0314;67;cc03142;1
7488;sup;;super;cc0314;2;cc03142;1
7489;ALM;;super;cc0324;933;cc03242;1
7490;Mat;;super;cc0324;67;cc03242;1
7491;sup;;super;cc0324;2;cc03242;1
7492;ALM;;super;cc0325;933;cc03252;1
7493;Mat;;super;cc0325;67;cc03252;1
7494;sup;;super;cc0325;2;cc03252;1
7495;*;;super;cc0325rp;1;cc0325rp2;1
7496;ALM;;super;cc0326;933;cc03262;1
7497;Mat;;super;cc0326;67;cc03262;1
7498;sup;;super;cc0326;2;cc03262;1
7499;ALM;;super;cc0326a;933;cc0326a2;1
7500;Mat;;super;cc0326a;67;cc0326a2;1
7501;sup;;super;cc0326a;2;cc0326a2;1
7502;ALM;;super;cc0326b;933;cc0326b2;1
7503;Mat;;super;cc0326b;67;cc0326b2;1
7504;sup;;super;cc0326b;2;cc0326b2;1
7505;ALM;;super;cc0327a;933;cc0327a2;1
7506;Mat;;super;cc0327a;67;cc0327a2;1
7507;sup;;super;cc0327a;2;cc0327a2;1
7508;ALM;;super;cc0329;933;cc03292;1
7509;Mat;;super;cc0329;67;cc03292;1
7510;sup;;super;cc0329;2;cc03292;1
7511;ALM;;super;cc0366;933;cc03662;1
7512;Mat;;super;cc0366;67;cc03662;1
7513;sup;;super;cc0366;2;cc03662;1
7514;ALM;;super;cc0386;933;cc03862;1
7515;CC4;;super;cc0386;192;cc03862;1
7516;Mat;;super;cc0386;67;cc03862;1
7517;Pro;;super;cc0386;68;cc03862;1
7518;Req;;super;cc0386;693;cc03862;1
7519;RQM;;super;cc0386;757;cc03862;1
7520;sup;;super;cc0386;2;cc03862;1
7521;ALM;;super;cc0387;933;cc03872;1
7522;Mat;;super;cc0387;67;cc03872;1
7523;sup;;super;cc0387;2;cc03872;1
7524;ALM;;super;cc0387b;933;cc0387b2;1
7525;CC4;;super;cc0387b;192;cc0387b2;1
7526;Mat;;super;cc0387b;67;cc0387b2;1
7527;sup;;super;cc0387b;2;cc0387b2;1
7528;ALM;;super;cc0387b1;933;cc0387b12;1
7529;Mat;;super;cc0387b1;67;cc0387b12;1
7530;sup;;super;cc0387b1;2;cc0387b12;1
7531;ALM;;super;cc0388;933;cc03882;1
7532;CC4;;super;cc0388;192;cc03882;1
7533;Mat;;super;cc0388;67;cc03882;1
7534;Req;;super;cc0388;693;cc03882;1
7535;sup;;super;cc0388;2;cc03882;1
7536;ALM;;super;CC0395;933;CC03952;1
7537;Mat;;super;CC0395;67;CC03952;1
7538;sup;;super;CC0395;2;CC03952;1
7539;CC3;;super;CC0396;191;CC03962;1
7540;sup;;super;CC0396;2;CC03962;1
7541;ALM;;super;cc0401;933;cc04012;1
7542;Mat;;super;cc0401;67;cc04012;1
7543;RE4;;super;cc0401;632;cc04012;1
7544;Req;;super;cc0401;693;cc04012;1
7545;sup;;super;cc0401;2;cc04012;1
7546;ALM;;super;cc0402;933;cc04022;1
7547;Mat;;super;cc0402;67;cc04022;1
7548;sup;;super;cc0402;2;cc04022;1
7549;ALM;;super;cc0403;933;cc04032;1
7550;Mat;;super;cc0403;67;cc04032;1
7551;sup;;super;cc0403;2;cc04032;1
7552;ALM;;super;cc0404;933;cc04042;1
7553;CC4;;super;cc0404;192;cc04042;1
7554;Mat;;super;cc0404;67;cc04042;1
7555;Rec;;super;cc0404;691;cc04042;1
7556;sup;;super;cc0404;2;cc04042;1
7557;ALM;;super;cc0406;933;cc04062;1
7558;CC4;;super;cc0406;192;cc04062;1
7559;Mat;;super;cc0406;67;cc04062;1
7560;sup;;super;cc0406;2;cc04062;1
7561;ALM;;super;cc0407;933;cc04072;1
7562;Fin;;super;cc0407;65;cc04072;1
7563;Mat;;super;cc0407;67;cc04072;1
7564;sup;;super;cc0407;2;cc04072;1
7565;ALM;;super;cc0408;933;cc04082;1
7566;Mat;;super;cc0408;67;cc04082;1
7567;sup;;super;cc0408;2;cc04082;1
7568;ALM;;super;cc0409;933;cc04092;1
7569;Mat;;super;cc0409;67;cc04092;1
7570;sup;;super;cc0409;2;cc04092;1
7571;ALM;;super;cc0411;933;cc04112;1
7572;Mat;;super;cc0411;67;cc04112;1
7573;sup;;super;cc0411;2;cc04112;1
7574;ALM;;super;cc0412;933;cc04122;1
7575;Mat;;super;cc0412;67;cc04122;1
7576;sup;;super;cc0412;2;cc04122;1
7577;ALM;;super;cc0414;933;cc04142;1
7578;Mat;;super;cc0414;67;cc04142;1
7579;sup;;super;cc0414;2;cc04142;1
7580;ALM;;super;cc0415;933;cc04152;1
7581;Mat;;super;cc0415;67;cc04152;1
7582;Req;;super;cc0415;693;cc04152;1
7583;sup;;super;cc0415;2;cc04152;1
7584;ALM;;super;cc0418;933;cc04182;1
7585;Mat;;super;cc0418;67;cc04182;1
7586;sup;;super;cc0418;2;cc04182;1
7587;ALM;;super;cc0500;933;cc05002;1
7588;Mat;;super;cc0500;67;cc05002;1
7589;sup;;super;cc0500;2;cc05002;1
7590;ALM;;super;cc0500a;933;cc0500a2;1
7591;Mat;;super;cc0500a;67;cc0500a2;1
7592;sup;;super;cc0500a;2;cc0500a2;1
7593;ALM;;super;cc0500c;933;cc0500c2;1
7594;Mat;;super;cc0500c;67;cc0500c2;1
7595;sup;;super;cc0500c;2;cc0500c2;1
7596;ALM;;super;cc0500d;933;cc0500d2;1
7597;Mat;;super;cc0500d;67;cc0500d2;1
7598;sup;;super;cc0500d;2;cc0500d2;1
7599;ALM;;super;cc0501;933;cc05012;1
7600;Mat;;super;cc0501;67;cc05012;1
7601;sup;;super;cc0501;2;cc05012;1
7602;ALM;;super;cc0502;933;cc05022;1
7603;Mat;;super;cc0502;67;cc05022;1
7604;sup;;super;cc0502;2;cc05022;1
7605;ALM;;super;cc0502a;933;cc0502a2;1
7606;Mat;;super;cc0502a;67;cc0502a2;1
7607;sup;;super;cc0502a;2;cc0502a2;1
7608;ALM;;super;cc0503;933;cc05032;1
7609;CC4;;super;cc0503;192;cc05032;1
7610;Ctr;;super;cc0503;72;cc05032;1
7611;Fin;;super;cc0503;65;cc05032;1
7612;Fis;;super;cc0503;71;cc05032;1
7613;Fro;;super;cc0503;73;cc05032;1
7614;Mat;;super;cc0503;67;cc05032;1
7615;Rec;;super;cc0503;691;cc05032;1
7616;Req;;super;cc0503;693;cc05032;1
7617;sup;;super;cc0503;2;cc05032;1
7618;ALM;;super;cc0504;933;cc05042;1
7619;CC4;;super;cc0504;192;cc05042;1
7620;Mat;;super;cc0504;67;cc05042;1
7621;Req;;super;cc0504;693;cc05042;1
7622;sup;;super;cc0504;2;cc05042;1
7623;ALM;;super;cc0504a;933;cc0504a2;1
7624;CC4;;super;cc0504a;192;cc0504a2;1
7625;Mat;;super;cc0504a;67;cc0504a2;1
7626;Req;;super;cc0504a;693;cc0504a2;1
7627;sup;;super;cc0504a;2;cc0504a2;1
7628;ALM;;super;cc0504b;933;cc0504b2;1
7629;CC4;;super;cc0504b;192;cc0504b2;1
7630;Mat;;super;cc0504b;67;cc0504b2;1
7631;sup;;super;cc0504b;2;cc0504b2;1
7632;ALM;;super;cc0504c;933;cc0504c2;1
7633;CC4;;super;cc0504c;192;cc0504c2;1
7634;Mat;;super;cc0504c;67;cc0504c2;1
7635;sup;;super;cc0504c;2;cc0504c2;1
7636;ALM;;super;cc0504d;933;cc0504d2;1
7637;CC4;;super;cc0504d;192;cc0504d2;1
7638;Mat;;super;cc0504d;67;cc0504d2;1
7639;sup;;super;cc0504d;2;cc0504d2;1
7640;ALM;;super;cc0504e;933;cc0504e2;1
7641;CC4;;super;cc0504e;192;cc0504e2;1
7642;Mat;;super;cc0504e;67;cc0504e2;1
7643;sup;;super;cc0504e;2;cc0504e2;1
7644;ALM;;super;cc0504e1;933;cc0504e12;1
7645;CC4;;super;cc0504e1;192;cc0504e12;1
7646;Mat;;super;cc0504e1;67;cc0504e12;1
7647;sup;;super;cc0504e1;2;cc0504e12;1
7648;ALM;;super;cc0505;933;cc05052;1
7649;CC4;;super;cc0505;192;cc05052;1
7650;Mat;;super;cc0505;67;cc05052;1
7651;MLA;;super;cc0505;692;cc05052;1
7652;Rec;;super;cc0505;691;cc05052;1
7653;Req;;super;cc0505;693;cc05052;1
7654;sup;;super;cc0505;2;cc05052;1
7655;ALM;;super;cc0505a;933;cc0505a2;1
7656;CC4;;super;cc0505a;192;cc0505a2;1
7657;Mat;;super;cc0505a;67;cc0505a2;1
7658;Rec;;super;cc0505a;691;cc0505a2;1
7659;Req;;super;cc0505a;693;cc0505a2;1
7660;sup;;super;cc0505a;2;cc0505a2;1
7661;ALM;;super;cc0505b;933;cc0505b2;1
7662;CC4;;super;cc0505b;192;cc0505b2;1
7663;Mat;;super;cc0505b;67;cc0505b2;1
7664;Rec;;super;cc0505b;691;cc0505b2;1
7665;Req;;super;cc0505b;693;cc0505b2;1
7666;sup;;super;cc0505b;2;cc0505b2;1
7667;ALM;;super;cc0505c;933;cc0505c2;1
7668;CC4;;super;cc0505c;192;cc0505c2;1
